编号,下注点A,下注类别,单点下注额S,组件筹码数,总下注额,基础赔率R,开奖结果B,覆盖/组件命中,幸运倍数L,奖励倍数G,是否命中,派彩口径不含本金,总返还口径含本金,现金净额,核对说明,覆盖数字
GOR-0003-05,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,5,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-06,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,6,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-07,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,7,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-08,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,8,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-09,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,9,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-10,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,10,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-11,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,11,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-12,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,12,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-13,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,13,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-14,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,14,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-15,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,15,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-16,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,16,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-17,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,17,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-18,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,18,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-19,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,19,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-20,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,20,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-21,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,21,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-22,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,22,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-23,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,23,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-24,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,24,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-25,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,25,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-26,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,26,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-27,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,27,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-28,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,28,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-29,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,29,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-30,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,30,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-31,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,31,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-32,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,32,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-33,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,33,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-34,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,34,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-35,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,35,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0003-36,直注-2,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,36,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,2
GOR-0004-00,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,0,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-01,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,1,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-02,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,2,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-03,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,3,是,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,命中,命中普通: S×20；命中彩票数字: S×L；命中奖励数字: S×G；未命中: 0,命中普通: S×(20+1)；命中彩票数字: S×(L+1)；命中奖励数字: S×(G+1),命中普通: +S×20；命中彩票数字: +S×L；命中奖励数字: +S×G,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-04,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,4,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-05,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,5,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-06,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,6,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-07,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,7,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-08,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,8,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-09,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,9,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-10,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,10,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-11,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,11,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-12,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,12,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-13,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,13,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-14,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,14,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-15,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,15,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
GOR-0004-16,直注-3,直注,S,1,S×1,20:1 / 幸运或奖励实际倍数,16,否,L=50-250；翻倍器后最高2500；无则N/A,G<=9999/10000需按PP实测确认；无则N/A,未命中,0,0,-S,R=20；若开奖结果为幸运数字且直注命中，用实际幸运倍数L替代；若为奖励数字且触发奖励局，用奖励局总倍数G替代,3
